sample_precision,sample_recall,sample_f1,positive_rate,pr_auc,roc_auc,event_precision,event_recall,event_f1,true_event_count,pred_event_count,detected_event_rate,mean_lead_bars,false_alarms_per_day,threshold,bootstrap_ci,symbol,model
0.25,0.06666666666666667,0.10526315789473684,0.02185792349726776,0.1387449993237484,0.5900793650793651,0.3333333333333333,0.08333333333333333,0.13333333333333333,12.0,3.0,0.08333333333333333,0.0,0.5464480874316939,0.15,{},SPY,rf_combined
0.25,0.058823529411764705,0.09523809523809523,0.02185792349726776,0.10333462196489737,0.40290574060949685,0.5,0.06666666666666667,0.11764705882352941,15.0,2.0,0.06666666666666667,0.0,0.27322404371584696,0.15,{},TLT,rf_combined
0.3333333333333333,0.15384615384615385,0.21052631578947367,0.03296703296703297,0.20738753791240044,0.6936731907146109,0.4,0.16666666666666666,0.23529411764705882,12.0,5.0,0.25,1.6666666666666667,0.8241758241758241,0.15,{},UUP,rf_combined
0.23076923076923078,0.21428571428571427,0.2222222222222222,0.07103825136612021,0.13648763440966347,0.6128486897717667,0.2,0.2,0.20000000000000004,10.0,5.0,0.4,4.25,1.0928961748633879,0.15,{},XLE,rf_combined
0.0,0.0,0.0,0.02185792349726776,0.11334860858735653,0.633531746031746,0.0,0.0,0.0,9.0,3.0,0.1111111111111111,1.0,0.819672131147541,0.15,{},XLF,rf_combined
0.0,0.0,0.0,0.0,0.15035203883049192,0.5026197604790419,0.0,0.0,0.0,11.0,0.0,0.0,,0.0,0.15,{},^VIX,rf_combined
0.0,0.0,0.0,0.03278688524590164,0.08600099211938415,0.5991014799154334,0.0,0.0,0.0,9.0,6.0,0.2222222222222222,3.0,1.639344262295082,0.2,{},DBC,rf_topology
0.0,0.0,0.0,0.01092896174863388,0.08358163930036039,0.4394046775336641,0.0,0.0,0.0,14.0,2.0,0.0,,0.5464480874316939,0.2,{},EEM,rf_topology
0.5,0.045454545454545456,0.08333333333333333,0.01092896174863388,0.16876672491709896,0.5554771315640882,0.5,0.06666666666666667,0.11764705882352941,15.0,2.0,0.2,2.0,0.27322404371584696,0.2,{},GLD,rf_topology
0.0,0.0,0.0,0.0,0.05114010380447353,0.38796791443850265,0.0,0.0,0.0,6.0,0.0,0.0,,0.0,0.2,{},HYG,rf_topology
0.0,0.0,0.0,0.01092896174863388,0.1002331278787889,0.5476190476190477,0.0,0.0,0.0,14.0,2.0,0.0,,0.5464480874316939,0.2,{},IEF,rf_topology
0.0,0.0,0.0,0.01639344262295082,0.067788392397622,0.33551587301587305,0.0,0.0,0.0,12.0,3.0,0.0,,0.819672131147541,0.2,{},LQD,rf_topology
0.0,0.0,0.0,0.01639344262295082,0.05552725993252657,0.3490950226244344,0.0,0.0,0.0,8.0,3.0,0.0,,0.819672131147541,0.2,{},QQQ,rf_topology
0.0,0.0,0.0,0.0273224043715847,0.08068789866211393,0.47658730158730156,0.0,0.0,0.0,12.0,5.0,0.16666666666666666,3.5,1.366120218579235,0.2,{},SPY,rf_topology
0.0,0.0,0.0,0.01639344262295082,0.09144544362258547,0.48972360028348694,0.0,0.0,0.0,15.0,3.0,0.13333333333333333,4.0,0.819672131147541,0.2,{},TLT,rf_topology
0.0,0.0,0.0,0.005494505494505495,0.09036417143186753,0.5637232589895311,0.0,0.0,0.0,12.0,1.0,0.0,,0.2747252747252747,0.2,{},UUP,rf_topology
0.25,0.07142857142857142,0.1111111111111111,0.02185792349726776,0.14851484376055074,0.6134826711749788,0.25,0.1,0.14285714285714288,10.0,4.0,0.3,0.6666666666666666,0.819672131147541,0.2,{},XLE,rf_topology
0.2222222222222222,0.13333333333333333,0.16666666666666666,0.04918032786885246,0.15114401483807965,0.6716269841269841,0.3333333333333333,0.2222222222222222,0.26666666666666666,9.0,6.0,0.3333333333333333,3.3333333333333335,1.0928961748633879,0.2,{},XLF,rf_topology
0.0,0.0,0.0,0.01092896174863388,0.10863334885647608,0.5344311377245509,0.0,0.0,0.0,11.0,2.0,0.09090909090909091,1.0,0.5464480874316939,0.2,{},^VIX,rf_topology
0.0,0.0,0.0,0.0,0.050142153538194775,0.3662790697674419,0.0,0.0,0.0,9.0,0.0,0.0,,0.0,0.55,{},DBC,gcn_graph
0.0,0.0,0.0,0.0,0.0814940913311431,0.42700212615166544,0.0,0.0,0.0,14.0,0.0,0.0,,0.0,0.55,{},EEM,gcn_graph
0.0,0.0,0.0,0.0,0.2071521369346715,0.6195652173913044,0.0,0.0,0.0,15.0,0.0,0.0,,0.0,0.55,{},GLD,gcn_graph
0.0,0.0,0.0,0.0,0.06754039487783468,0.4160427807486631,0.0,0.0,0.0,6.0,0.0,0.0,,0.0,0.55,{},HYG,gcn_graph
0.0,0.0,0.0,0.0,0.1297408691233466,0.6595238095238095,0.0,0.0,0.0,14.0,0.0,0.0,,0.0,0.55,{},IEF,gcn_graph
0.0,0.0,0.0,0.0,0.09645155221712223,0.5027777777777778,0.0,0.0,0.0,12.0,0.0,0.0,,0.0,0.55,{},LQD,gcn_graph
0.0,0.0,0.0,0.0,0.10538022946117728,0.6601809954751131,0.0,0.0,0.0,8.0,0.0,0.0,,0.0,0.55,{},QQQ,gcn_graph
0.0,0.0,0.0,0.0,0.09266695970168254,0.5472222222222223,0.0,0.0,0.0,12.0,0.0,0.0,,0.0,0.55,{},SPY,gcn_graph
0.0,0.0,0.0,0.0,0.23738309472849511,0.5944365698086465,0.0,0.0,0.0,15.0,0.0,0.0,,0.0,0.55,{},TLT,gcn_graph
0.0,0.0,0.0,0.0,0.21761804276826852,0.6959490213928083,0.0,0.0,0.0,12.0,0.0,0.0,,0.0,0.55,{},UUP,gcn_graph
0.0,0.0,0.0,0.0,0.317434582284881,0.6445477599323752,0.0,0.0,0.0,10.0,0.0,0.0,,0.0,0.55,{},XLE,gcn_graph
0.0,0.0,0.0,0.0,0.10155833306188908,0.5420634920634921,0.0,0.0,0.0,9.0,0.0,0.0,,0.0,0.55,{},XLF,gcn_graph
0.0,0.0,0.0,0.0,0.11559396964840343,0.6163922155688623,0.0,0.0,0.0,11.0,0.0,0.0,,0.0,0.55,{},^VIX,gcn_graph
